7656,,,
city,latitude,longitude,address
Albany New York 12205,42.720765,-73.836524,Wolfe Road
Albany New York 12207,42.65727,-73.749474,North Pearl Street  COB
Albany Oregon 97321,44.639301,-123.114428,Fred Meyer Santiam - Albany
Albany Oregon 97321,44.639301,-123.114428,Safeway-Albany #1659
Albert Lea Minnesota 56007,43.64733,-93.368709,Albert Lea-E M Frontage Rd-Prospect
Albuquerque New Mexico 87102,35.084155,-106.648629,Hyatt Regency Alburquerque
Albuquerque New Mexico 87104,35.105616,-106.684154,Rio Grande Blvd. - I-40
Albuquerque New Mexico 87106,35.079913,-106.606912,3400 Central Avenue
Albuquerque New Mexico 87107,35.130235,-106.613664,I-25 - Montano
Albuquerque New Mexico 871084726,35.084129,-106.648628,Gibson - Palomas  Albuquerque
Albuquerque New Mexico 87109,35.084155,-106.648629,San Pedro - Montgomery
Albuquerque New Mexico 87109,35.104046,-106.727058,Market Place at Journal Center
Albuquerque New Mexico 87109,35.15458,-106.568719,Target Albuquerque T-2031
Albuquerque New Mexico 87109,35.174138,-106.561069,Paseo Del Norte - San Pedro  Albuqu
Albuquerque New Mexico 871093562,35.08366,-106.636543,San Mateo - I-25  Albuquerque
Albuquerque New Mexico 87110,35.101622,-106.57946,I-40 - San Mateo
Albuquerque New Mexico 87111,35.130827,-106.531589,9821 Montgomery Blvd.
Albuquerque New Mexico 87112,35.10375,-106.515539,Juan Tabo
Albuquerque New Mexico 87112,35.11538,-106.533314,Eubank - Candelaria  Albuquerque
Albuquerque New Mexico 871144088,35.198086,-106.651299,Coors Blvd. - Seven Bar Loop
Albuquerque New Mexico 87120,35.13686,-106.709299,Coors Road - Montano
Albuquerque New Mexico 87120,35.13686,-106.709299,Quail - Coors
Albuquerque New Mexico 87120,35.159103,-106.692413,Paseo - Golf Course Rd.
Albuquerque New Mexico 87122,35.176305,-106.559789,Wyoming - Paseo del Norte
Albuquerque New Mexico 87123,35.069415,-106.509028,Four Hills - Albuquerque
Albuquerque New Mexico 87123,35.084155,-106.648629,Wyoming - Academy - New Mexico
Albuquerque New Mexico 87131,35.084154,-106.648624,U of NM - Zimmerman Library
Albuquerque New Mexico 87131,35.084155,-106.648629,U of NM - Bookstore
Aldie Virginia 20105,38.933731,-77.567866,Harris Teeter-Chantilly Dulles S #2
Alexandria Louisiana 71301,31.291182,-92.461183,Albertsons-Alexandria #2715
Alexandria Virginia 22301,38.82126,-77.063159,Potomac Yards
Alexandria Virginia 22302,38.820255,-77.050559,DCA - Wash Nat'l-Reagan-Level 1
Alexandria Virginia 22302,38.82821,-77.084959,Bradlee Center
Alexandria Virginia 22302,38.82821,-77.084959,Target Skyline T-1893
Alexandria Virginia 22306,38.764479,-77.077426,Mt. Vernon Plaza
Alexandria Virginia 22306,38.77162,-77.069934,Beacon Mall
Alexandria Virginia 22309,38.725854,-77.107278,Safeway-Alexandria #1283
Alexandria Virginia 223115800,38.804581,-77.043083,Mark Shops
Alexandria Virginia 22312,38.826967,-77.167407,Pinecrest
Alexandria Virginia 22314,38.805605,-77.051089,King - Union
Alexandria Virginia 22314,38.81577,-77.044609,North Washington Center
Alexandria Virginia 22315,38.759539,-77.148551,Safeway-Alexandria #1847
Alexandria Virginia 22331,38.804565,-77.043079,Hoffman
Algonquin Illinois 60102,42.162871,-88.309761,Super Target Algonquin ST-1801
Alhambra California 91801,34.078545,-118.122464,Valley - Almansor  Alhambra
Alhambra California 91801,34.099355,-118.131184,Main - 1st - Alhambra
Alhambra California 918015115,34.093689,-118.127289,Garfield - Valley  Alhambra
Alhambra California 91803,34.07293,-118.145444,Fremont Ave - Mission Rd
Aliso Viejo California 92653,33.601723,-117.690361,Aliso Viejo
Allen Park Michigan 48101,42.228335,-83.229864,Allen Park
Allen Park Michigan 48101,42.256859,-83.213079,Target Allen Park T-2033
Allen Texas 75002,33.09701,-96.631044,Kroger-Allen #544
Allen Texas 75013,33.101735,-96.672599,McDermott - Central Exprwy
Allen Texas 75013,33.113085,-96.672339,Hwy 75 - Bethany
Aloha Oregon 97006,45.494012,-122.868626,Tanasbourne
Alpharetta Georgia 30004,34.06619,-84.309407,Kroger-Alpharetta #415
Alpharetta Georgia 30004,34.06619,-84.309407,Kroger-Alpharetta #444
Alpharetta Georgia 30004,34.06619,-84.309407,Kroger-Alpharetta #495
Alpharetta Georgia 30004,34.11526,-84.288929,Bethany - Hwy 9
Alpharetta Georgia 30004,34.156372,-84.223822,Windward Pkwy  Hwy 9
Alpharetta Georgia 30005,34.063602,-84.219095,Old Milton Pkwy  State Bridge
Alpharetta Georgia 300057449,34.075371,-84.294533,The Terraces  Winward
Alpharetta Georgia 30022,34.021318,-84.268527,Alpharetta Crossing
Alpharetta Georgia 30022,34.021318,-84.268527,Haynes Bridge Village
Alpharetta Georgia 30022,34.021318,-84.268527,Holcomb Br.  Barnwell
Alpharetta Georgia 30022,34.021318,-84.268527,Northpoint Mall
Alpharetta Georgia 30022,34.031041,-84.251146,Alpharetta Barnes - Noble
Alpharetta Georgia 300223006,34.036324,-84.343643,Target Alpharetta T-970
Alpharetta Georgia 30201,34.040285,-84.331259,Mansell Point
Altamonte Springs Florida 32714,28.673515,-81.396828,434 - Orange
Altoona Iowa 50317,41.60989,-93.553642,Target-Altoona T-1939
Amarillo Texas 791064602,35.259117,-101.81086,Albertsons-Amarillo #4203
Amarillo Texas 79109,35.207255,-101.833894,Georgia St. - Austin
Amarillo Texas 79124,35.191425,-101.939469,Soncy Rd - I-40
American Canyon California 94503,38.171385,-122.25249,Safeway-American Canyon #1883
American Canyon California 94503,38.201414,-122.25606,American Canyon - Highway 29
American Fork Utah 84003,40.37782,-111.797479,American Fork-Salt Lake
Ames Iowa 50010,42.035695,-93.614739,Hy Vee Foods-Ames #2
Ames Iowa 50014,42.02567,-93.664849,Hy Vee Foods-Ames #1
Amherst Massachusetts 01002,42.391071,-72.411889,Amherst
Amherst New York 14221,42.96513,-78.675329,Williamsville Place
Amherst New York 14226,42.97839,-78.799989,University Plaza
Amherst New York 14228,43.022327,-78.796889,The Commons  Buffalo Univ.
Amherst New York 14228,43.029705,-78.799314,Niagara Blvd
Amherst Ohio 44001,41.40929,-82.238999,Middle Ridge Travel Plaza
Amherst Ohio 44001,41.40929,-82.238999,Vermillion Valley
Anacortes Washington 98221,48.49381,-122.632879,Food Pavilion - Anacortes
Anacortes Washington 98221,48.49381,-122.632879,Safeway-Anacortes #593
Anacortes Washington 98221,48.508615,-122.622809,Commercial - 17th Anacortes
Anaheim California 92801,33.851225,-117.941779,Euclid - Crescent  Anaheim
Anaheim California 92802,33.80794,-117.924889,Hilton - Anaheim Hotel Lobby
Anaheim California 92802,33.83157,-117.941494,Anaheim Marriott Hotel
Anaheim California 928045314,33.838299,-117.940102,Brookhurst - Ball  Anaheim
Anaheim California 92805,33.83276,-117.915719,Stadium Crossings - Anaheim
Anaheim California 92807,33.850585,-117.836517,Tustin - 91 Fwy  Anaheim
Anaheim California 928081102,33.840321,-117.779022,Vons-Anaheim Hills #2216
Anaheim Hills California 92807,33.849531,-117.790234,Vons-Anaheim #2103
Anaheim Hills California 92807,33.850619,-117.778751,Anaheim Hills
Anaheim Hills California 928073229,33.86869,-117.749062,Santa Ana Canyon - Imperial Hwy  An
Anaheim Hills California 92808,33.858189,-117.742738,Sycamore Canyon Plaza - Anaheim Hil
Anaheim Hills California 928081249,33.864227,-117.745041,Weir Canyon - Monte Vista
Ancaster Ontario L9K 1L5,43.224699,-79.947892,Meadowlands   Chapters
Anchorage Alaska 995084283,42.834995,-85.475739,Fred Meyer - Anchorage #11
Anchorage Alaska 995151400,42.834995,-85.475739,Fred Meyer - Anchorage (Dimond) #71
Anderson Indiana 46013,40.071582,-85.655996,43rd - Scatterfield
Andover Massachusetts 01810,42.667855,-71.168871,Andover
Andover Minnesota 55304,45.250532,-93.287409,Target Andover T-2025
Angels Camp California 95221,38.080485,-120.556119,Hwy 4 - Hwy 49 - Angels Camp
Ankeny Iowa 50021,41.731855,-93.585489,Ankeny-Delaware - Shurfine
Ankeny Iowa 50021,41.731855,-93.585489,Super Target Ankeny ST-1767
Ankeny Iowa 500211761,41.697807,-93.612259,Hy Vee Foods-Ankeny #1022
Ann Arbor Michigan 48103,42.213355,-83.797384,S. University
Ann Arbor Michigan 48103,42.296105,-83.820709,Kroger-Ann Arbor #688
Ann Arbor Michigan 48103,42.296105,-83.820709,Meijer-Ann Arbor #64
Ann Arbor Michigan 48104,42.254355,-83.739659,State - Liberty
Ann Arbor Michigan 48104,42.281875,-83.748479,Ann Arbor  Main - Liberty
Ann Arbor Michigan 48104,42.281875,-83.748479,Arborland Relocation
Ann Arbor Michigan 48104,42.281875,-83.748479,Marshall Fields-Briarwood Mall
Ann Arbor Michigan 481052469,42.281872,-83.748459,Kroger-Ann Arbor #605
Ann Arbor Michigan 48108,42.22964,-83.727699,Briarwood Mall Kiosk
Annandale Virginia 22003,38.81228,-77.184184,Bradlick Shopping Center
Annandale Virginia 22003,38.84258,-77.199484,Safeway - Annandale #1588
Annapolis Maryland 21041,39.26873,-76.799439,Safeway-Annapolis #2629
Annapolis Maryland 21401,38.9767,-76.489934,Annapolis Harbour
Annapolis Maryland 21401,38.9767,-76.489934,Annapolis Mall Kiosk
Annapolis Maryland 21401,38.97724,-76.485244,Dock Street (Annapolis)
Annapolis Maryland 21401,38.98836,-76.547994,Safeway-Annapolis #1460
Anthem Arizona 85086,33.84123,-112.113133,Safeway-Anthem #1726
Anthem Arizona 850860416,33.856014,-112.144234,Anthem - I-17  Anthem
Antioch California 94509,38.012495,-121.842364,Antioch
Antioch California 94509,38.018135,-121.751509,Safeway-Antioch #1259
Antioch California 94531,37.969629,-121.775885,Lone Tree - Slatten Ranch - Antioch
Antioch Tennessee 37013,36.047906,-86.653049,Bell Rd - Hickory Hollow
Antioch Tennessee 37013,36.05365,-86.641359,Target Antioch T-145
Apex North Carolina 275028061,35.732601,-78.853203,Super Target Apex ST-1932
Apex North Carolina 27539,35.67713,-78.780557,Harris Teeter-Apex #58
Apopka Florida 32703,28.673105,-81.499989,US 441 - Hiawassee Rd
Apple Valley California 923072938,34.539932,-117.272346,Rancheras - Hwy 18  Apple Valley
Apple Valley California 92308,34.448681,-117.183579,Target Apple Valley T-939
Apple Valley Minnesota 55124,44.731821,-93.225264,Apple Valley - Cedar - CR 42
Apple Valley Minnesota 55124,44.74409,-93.20305,Super Target Apple Valley ST-643
Appleton Wisconsin 54911,44.280845,-88.415794,Appleton-College Avenue
Appleton Wisconsin 54913,44.368615,-88.415249,Appleton West-Wisconsin Ave.
Appleton Wisconsin 54915,44.232959,-88.380454,Appleton-Hwy 441 - Calumet
Aptos California 95003,36.978077,-121.892341,Safeway-Aptos #640
Aptos California 95033,36.975547,-121.892184,Soquel - Trout Gulch - Aptos
Arcadia California 91006,34.105089,-118.017219,Arcadia
Arcadia California 91006,34.13402,-118.028229,Albertsons-Arcadia #6561
Arcadia California 91006,34.140015,-118.02352,300 E. Huntington Dr. - Arcadia
Arcadia California 91007,34.127102,-118.057613,Vons - Arcadia #3208
Arden North Carolina 28704,35.459452,-82.55078,Ingles-Arden #130
Ardmore Pennsylvania 19003,40.006895,-75.285266,Suburban Square
Ardsley New York 105020625,41.00367,-73.833755,Ardsley
Arlington Heights Illinois 60005,42.07155,-87.990324,Downtown Arlington Heights
Arlington Heights Illinois 60006,42.13801,-87.995949,Arlington Heights
Arlington Massachusetts 02174,42.416295,-71.156764,Mass. Ave.  Arlington
Arlington Massachusetts 02474,42.40398,-71.147259,Arlington
Arlington Ohio 43221,40.024735,-83.082489,Kroger - Upper Arlington #328
Arlington Texas 76011,32.763059,-97.097009,Collins - Green Oaks (Arlington)
Arlington Texas 76012,32.753273,-97.13914,Randol Mill - Fielder
Arlington Texas 76013,32.724277,-97.202724,Tom Thumb-Arlington #3617
Arlington Texas 76015,32.686479,-97.131347,Super Target Arlington ST-1339
Arlington Texas 76015,32.69173,-97.128948,Parks Mall at Arlington
Arlington Texas 76015,32.69173,-97.128948,South Arlington
Arlington Texas 76016,32.677442,-97.199998,Little Rd - Office Park
Arlington Texas 76016,32.688111,-97.190089,Albertsons-Arlington #4142
Arlington Texas 76017,32.66278,-97.134299,Cooper - Green Oaks
Arlington Texas 76017,32.66278,-97.134299,S Cooper - Bardin
Arlington Texas 76017,32.7356,-97.107719,Matlock - Bardin
Arlington Virginia 22201,38.88619,-77.094319,The Market Common
Arlington Virginia 22201,38.896785,-77.095229,Spout Run
Arlington Virginia 22202,38.85525,-77.057604,Crowne Plaza Reagan National Airpor
Arlington Virginia 22202,38.855595,-77.060449,Crystal City
Arlington Virginia 22202,38.855595,-77.060449,Crystal Park III
Arlington Virginia 22202,38.855595,-77.060449,Marriott Crystal Gateway
Arlington Virginia 22202,38.855595,-77.060449,Pentagon Centre
Arlington Virginia 22202,38.855595,-77.060449,Pentagon Row
Arlington Virginia 22202,38.862049,-77.061768,The Fashion Centre at Pentagon City
Arlington Virginia 22203,38.868455,-77.113139,Ballston Commons
Arlington Virginia 22203,38.868455,-77.113139,Ballston Metro Center
Arlington Virginia 22203,38.868455,-77.113139,Virginia Square Metro
Arlington Virginia 22203,38.868455,-77.113139,Westin Arlington Lobby
Arlington Virginia 22205,38.87514,-77.133144,Lee Harrison S C
Arlington Virginia 22207,38.904431,-77.126062,Safeway-Arlington #4007
Arlington Virginia 22207,38.904431,-77.126062,Safeway-Arlington #764
Arlington Virginia 22209,38.889022,-77.078845,Safeway-Arlington #1048
Arlington Virginia 22209,38.89183,-77.079689,International Place
Arlington Washington 98223,48.17889,-122.193669,Smokey Point
Arlington Washington 98223,48.187179,-122.10183,Safeway - Arlington #534
Arlington Washington 98223,48.187179,-122.10183,Safeway-Arlington #1522
Arroyo Grande California 93420,35.120945,-120.608779,Grand - Courtland  Arroyo Grande
Arroyo Grande California 93420,35.134604,-120.53269,West Branch - Rancho Parkway
Artesia California 907014002,33.86042,-118.079712,Pioneer - Artesia  Artesia
Arvada Colorado 80002,39.795781,-105.101633,Super Target Arvada ST-2021
Arvada Colorado 80003,39.816456,-105.057968,66th - Wadsworth-Arvada
Arvada Colorado 80003,39.82616,-105.064909,Safeway-Arvada #1998
Arvada Colorado 80004,39.812545,-105.158544,64th - Ward
Arvada Colorado 80004,39.81485,-105.123704,Albertsons-Arvada #893
Arvada Colorado 80004,39.81485,-105.123704,Safeway-Arvada #1107
Arvada Colorado 80005,39.84201,-105.120114,80th - Wadsworth
Arvada Colorado 80007,39.794125,-105.144669,55th - Wadsworth
Ashburn Virginia 20147,39.036214,-77.511577,Ashburn Farm S C
Ashburn Virginia 20147,39.041592,-77.485162,Harris Teeter-Ashburn #242
Ashburn Virginia 20147,39.050419,-77.474548,Ashburn Village
Ashburn Virginia 20147,39.05475,-77.481514,Safeway-Ashburn #2650
Ashburn Virginia 20147,39.060345,-77.471029,Ashbrook Commons
Ashburn Virginia 20148,39.024619,-77.507983,Broadlands
Asheville North Carolina 28801,35.596361,-82.555167,Target Asheville T-2011
Asheville North Carolina 28801,35.610875,-82.545814,Charlotte St.
Asheville North Carolina 28803,35.517415,-82.524814,Parkway Centre
Asheville North Carolina 28803,35.532827,-82.528025,Biltmore Village
Asheville North Carolina 28804,35.6396,-82.564203,Ingles-Asheville#3
Ashland Ohio 44805,40.870085,-82.298625,TA - Ashland
Ashland Oregon 97520,42.0717,-122.615019,Ashland
Ashland Oregon 97520,42.17422,-122.669339,Siskiyou - Madrona
Ashland Oregon 97520,42.210868,-122.57036,Albertsons-Ashland #573
Aspen Colorado 81611,39.19944,-106.835721,Intrawest - Aspen
Astoria New York 111033911,40.768391,-73.911301,Steinway Street
Astoria New York 11105,40.77449,-73.904069,Astoria Ditmars
Astoria New York 11106,40.762112,-73.932408,Kaufman Studios
Astoria Oregon 97103,46.187016,-123.853824,Safeway-Astoria #2627
Atascadero California 93422,35.459315,-120.642984,El Camino Real - Morro  Atascadero
Atascadero California 93422,35.47839,-120.66876,Albertsons-Atascadero #1690 6390
Athens Georgia 30601,33.973985,-83.324379,Athens
Athens Ohio 45701,39.317364,-82.101517,Kroger-Athens #901
Atlanta Georgia 30303,33.748315,-84.391109,Atlanta Merchandise Mart
Atlanta Georgia 30303,33.748315,-84.391109,Equitable
Atlanta Georgia 30303,33.754397,-84.389912,Westin Peachtree Plaza - Lobby
Atlanta Georgia 30303,33.758674,-84.394737,CNN Center
Atlanta Georgia 30305,33.837963,-84.374963,Buckhead (B-N)
Atlanta Georgia 30305,33.839255,-84.380029,Disco Kroger
Atlanta Georgia 30305,33.839255,-84.380029,Peachtree Battle
Atlanta Georgia 30306,33.779605,-84.335351,Virginia Highlands
Atlanta Georgia 30307,33.755545,-84.359979,Emory Village
Atlanta Georgia 30307,33.755545,-84.359979,Little Five Points
Atlanta Georgia 30307,33.76723,-84.339369,Kroger - Atlanta #461
Atlanta Georgia 30307,33.76723,-84.339369,Target Edgewood T-1964
Atlanta Georgia 30308,33.771275,-84.380929,Georgia Tech - Student Union (B-N)
Atlanta Georgia 30308,33.778138,-84.384153,867 Peachtree
Atlanta Georgia 30309,33.786522,-84.386711,21 14th Street
Atlanta Georgia 30318,33.79101,-84.405032,Peachtree  17th
Atlanta Georgia 30319,33.872075,-84.326904,Brookhaven
Atlanta Georgia 30319,33.872075,-84.326904,Cambridge Square
Atlanta Georgia 30320,33.63962,-84.442609,ATL - Atlanta BF-1  Gate B28
Atlanta Georgia 30320,33.63962,-84.442609,ATL - Atlanta Conc E
Atlanta Georgia 30320,33.63962,-84.442609,ATL - Atlanta DF-2  Gate D30
Atlanta Georgia 30320,33.63962,-84.442609,ATL - Atlanta TF-3  Gate T12
Atlanta Georgia 30320,33.63962,-84.442609,ATL - Atlanta Term 3 Simply Books
Atlanta Georgia 30320,33.63962,-84.442609,ATL - Concourse A  Gate 2
Atlanta Georgia 30320,33.767229,-84.316173,ATL - Atlanta TF-10 at Gate T3
Atlanta Georgia 30320,33.774898,-84.343282,ATL - Concourse D  Gate 8
Atlanta Georgia 30324,33.79683,-84.368759,Ansley Mall
Atlanta Georgia 30324,33.82091,-84.356729,Kroger - Atlanta #298
Atlanta Georgia 30326,33.849698,-84.362756,Lenox Kiosk
Atlanta Georgia 30326,33.852236,-84.364013,Lenox Rd.  Peachtree Rd. (Fed)
Atlanta Georgia 30326,33.852325,-84.365529,Atlanta Financial Center
Atlanta Georgia 30327,33.849541,-84.424299,West Paces Ferry
Atlanta Georgia 30328,33.92463,-84.379089,Roswell Road
Atlanta Georgia 30328,33.932389,-84.376371,Kroger-Atlanta #467
Atlanta Georgia 30329,33.748315,-84.391109,Briarcliff - LaVista
Atlanta Georgia 30329,33.825809,-84.32334,North Druid - LaVista
Atlanta Georgia 30331,33.756069,-84.515691,Cascade Road (UCO)
Atlanta Georgia 30338,33.944094,-84.333974,Dunwoody
Atlanta Georgia 30339,33.841004,-84.470632,Vinings
Atlanta Georgia 30339,33.86635,-84.466164,Cumberland Mall
Atlanta Georgia 30342,33.852028,-84.363397,Phipps Plaza
Atlanta Georgia 30342,33.857237,-84.381922,Roswell Rd.  Chastain
Atlanta Georgia 30342,33.88482,-84.371249,Kroger-Atlanta #350
Atlanta Georgia 30342,33.912512,-84.385971,Roswell Rd  I-285
Atlanta Georgia 30346,33.925679,-84.339605,Super Target Atlanta ST-2036
Atlanta Georgia 30350,33.97703,-84.338119,Perimeter Point Shopping Center
Atlanta Georgia 30350,33.990543,-84.343641,Dunwoody Place
Atlantic Beach Florida 32233,30.33163,-81.402733,Shoppes of North Shore
Atlantic City New Jersey 08401,39.362705,-74.426454,Atlantic City  The Walk
Atlantic City New Jersey 08401,39.362705,-74.426454,Trump Plaza - Boardwalk
Atlantic City New Jersey 08401,39.37843,-74.433125,The Borgata
Atlantic City New Jersey 18401,39.362705,-74.426454,Tropicana Food Court
Atlantic City New Jersey 184017599,39.36272,-74.42646,Showboat Casino Elevator Lobby
Auburn California 95603,38.896205,-121.078869,Auburn Town Center
Auburn California 95603,38.902842,-121.055639,Bell - Highway 49 - Auburn
Auburn California 95603,38.92724,-121.010222,Lincoln - Foresthill - Auburn
Auburn Hills Michigan 48326,42.640259,-83.221012,Meijer-Auburn Hills #185
Auburn Hills Michigan 48326,42.650261,-83.238515,Baldwin - I-75
Auburn Hills Michigan 48326,42.678235,-83.251364,Walton - Squirrel
Auburn Maine 04210,44.122933,-70.244147,Auburn
Auburn Massachusetts 01501,42.196208,-71.833923,Auburn Centre
Auburn Washington 98001,47.296293,-122.245654,1102 Supermall Way
Auburn Washington 98002,47.28189,-122.224041,Auburn Fred Meyer
Auburn Washington 98002,47.30421,-122.216164,Albertsons-Auburn #483
Auburn Washington 98002,47.30421,-122.216164,Albertsons-Auburn #491
Auburn Washington 98002,47.30421,-122.216164,Safeway-Auburn #531
Auburn Washington 98092,47.291696,-122.095078,Lakeland Town Center
Augusta Georgia 30907,33.482398,-82.131386,I-20 - Washington
Aurora Colorado 80010,39.73919,-104.859974,Safeway-Aurora #139
Aurora Colorado 80011,39.740275,-104.737114,Colfax - Chambers-Aurora (UCO)
Aurora Colorado 80011,39.74278,-104.804279,Albertsons-Aurora #841
Aurora Colorado 80012,39.6981,-104.837839,Safeway-Aurora #2612
Aurora Colorado 80012,39.6981,-104.837839,Super Target Aurora ST-1471
Aurora Colorado 80012,39.702943,-104.828721,I-225 - Alameda-Aurora
Aurora Colorado 80012,39.708709,-104.812649,Hampden Ave - Tower- Aurora
Aurora Colorado 80012,39.710345,-104.865989,Havana - Mississipi
Aurora Colorado 80013,39.65883,-104.778074,King Soopers-Aurora #128
Aurora Colorado 80013,39.65883,-104.778074,Safeway-Aurora #1928
Aurora Colorado 80013,39.679681,-104.767787,Iliff - Buckley
Aurora Colorado 80014,39.664007,-104.858495,Parker - Peoria-Aurora
Aurora Colorado 80014,39.666695,-104.836099,King Soopers-Aurora #39
Aurora Colorado 80015,39.60509,-104.728919,Smoky - Himalaya
Aurora Colorado 80015,39.63373,-104.810404,Chambers - Smoky Hill-Aurora
Aurora Colorado 800152470,39.691071,-104.865898,Albertsons-Aurora #888
Aurora Colorado 80016,39.59441,-104.731473,Albertsons-Aurora #899
Aurora Colorado 80016,39.59441,-104.731473,Parker Rd. - Arapahoe
Aurora Colorado 80016,39.59441,-104.731473,Safeway-Centennial #1974
Aurora Colorado 80237,39.63872,-104.899979,Super Target Aurora ST-1976
Aurora Illinois 60504,41.74515,-88.231754,Aurora-Fox Valley Mall
Aurora Illinois 60504,41.74515,-88.231754,Chicago Premium Outlets
Aurora Illinois 60504,41.74515,-88.231754,Rose Plaza   Aurora
Aurora Illinois 60504,41.747308,-88.243749,Dominick's-Aurora #4161
Aurora Illinois 60504,41.781338,-88.238892,Jewell Osco-Aurora #3201
Aurora Illinois 60506,41.77008,-88.355779,West Aurora-Orchard - Indian Trail
Aurora Ohio 44202,41.345845,-81.396109,Aurora
Aurora Ontario L4G 3W3,44.00914,-79.475289,St. Andrews
Austell Georgia 30106,33.835059,-84.624273,E-W Connector - Floyd Rd
Austin Texas 78701,30.26716,-97.742561,10th - Congress
Austin Texas 78701,30.26716,-97.742561,15th - San Antonio
Austin Texas 78701,30.267605,-97.742984,One American Center
Austin Texas 78701,30.27195,-97.742089,Radisson Hotel - Suites- Austin
Austin Texas 78701,30.27857,-97.750739,5th - Lamar
Austin Texas 78703,30.267605,-97.742984,45th - N. Lamar
Austin Texas 78703,30.2909,-97.764269,Casis Village
Austin Texas 78704,30.224273,-97.746998,Oltorf - I-35
Austin Texas 78704,30.237995,-97.754234,S. Congress - Academy
Austin Texas 78704,30.239485,-97.788109,S. Lamar - Ben White Blvd.
Austin Texas 78705,30.28172,-97.741929,38th - Guadalupe
Austin Texas 78705,30.288595,-97.744194,W.24th - Nueces (White House)
Austin Texas 78717,30.49895,-97.760359,Super Target Austin NW ST-1797
Austin Texas 78727,30.416024,-97.686321,Parmer - Metric
Austin Texas 78729,30.440375,-97.751449,Parmer - McNeil
Austin Texas 78731,30.337108,-97.756719,Northland - Balcones
Austin Texas 78731,30.34438,-97.764879,Randalls-Austin #2482
Austin Texas 78731,30.358895,-97.764859,Far West Blvd. - Hart Ln.
Austin Texas 78732,30.372189,-97.897096,Target Four Points T-1953
Austin Texas 78734,30.35672,-97.95909,Lakeway Blvd. - Ranch Rd. 620
Austin Texas 78735,30.252236,-97.866334,William Cannon - Mopac
Austin Texas 78738,30.300408,-97.929597,Bee Cave - 71
Austin Texas 78745,30.192798,-97.778227,William Cannon - Westgate
Austin Texas 78745,30.207242,-97.798688,Albertsons-Austin #4093
Austin Texas 78745,30.224595,-97.811844,Sunset Valley Marketfair
Austin Texas 78746,30.276188,-97.787939,Bee Caves Village at Westlake (B-N)
Austin Texas 78746,30.276188,-97.787939,Westbank Market
Austin Texas 78746,30.291453,-97.805888,S. Lamar - Collier
Austin Texas 787466600,30.26758,-97.742973,Randalls-Austin #2477
Austin Texas 78749,30.215777,-97.858864,Target Austin T-1061
Austin Texas 78750,30.442463,-97.784645,Hwy 183 - Lake Creek
Austin Texas 78750,30.448795,-97.790527,Hwy 183 - Anderson Mill Rd.
Austin Texas 78753,30.377043,-97.676048,Super Target Austin ST-1817
Austin Texas 78757,30.368675,-97.728811,Rockwood - Anderson
Austin Texas 78759,30.391316,-97.752227,Arboretum  Market
Austin Texas 78759,30.397539,-97.746574,Hwy 183 - Braker Ln (Randalls)
